River Name,Name of Stations,Latitude,Longitude,Month,pH,TDS
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Jun,7.1,396
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Jul,7.75,412
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Aug,7.05,420
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Sep,8.62,442
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Oct,8.26,438
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Nov,7.94,568
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Dec,7.32,342
Red Hills Lake,Red Hills- Lake,13.19309,80.17287,Avg,7.6,410.7
Porur Lake,Porur- Lake,13.03395,80.14834,Jan,7.74,782
Porur Lake,Porur- Lake,13.03395,80.14834,Feb,7.12,700
Porur Lake,Porur- Lake,13.03395,80.14834,Mar,7.68,762
Porur Lake,Porur- Lake,13.03395,80.14834,Apr,7.86,742
Porur Lake,Porur- Lake,13.03395,80.14834,May,7.51,868
Porur Lake,Porur- Lake,13.03395,80.14834,Jun,7.87,794
Porur Lake,Porur- Lake,13.03395,80.14834,Jul,8.15,838
Porur Lake,Porur- Lake,13.03395,80.14834,Aug,8.23,936
Porur Lake,Porur- Lake,13.03395,80.14834,Sep,9.14,768
Porur Lake,Porur- Lake,13.03395,80.14834,Oct,8.68,782
Porur Lake,Porur- Lake,13.03395,80.14834,Nov,8.34,712
Porur Lake,Porur- Lake,13.03395,80.14834,Dec,8.15,468
Porur Lake,Porur- Lake,13.03395,80.14834,Avg,8,762.7
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Jan,7.18,10828
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Feb,7.13,21280
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Mar,7.82,21726
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Apr,7.81,30488
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,May,7.85,29856
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Jun,7.7,32428
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Jul,7.45,32432
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Aug,7.28,33804
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Sep,8.32,31248
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Oct,8.51,33708
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Nov,8.92,27124
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Dec,8.89,1212
Pulicat Lake,Pulicat- Lake,13.42702,80.29268,Avg,7.9,25511.5
